key	flags	ja	ko
S2M:M52LOW:101	dup=S2M:M01LOW:101	隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2M:M52LOW:102	dup=S2M:M01LOW:102	隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2M:M52LOW:103	dup=S2M:M01LOW:103	やっちまえ！　隊長！	해치워！　대장님！
S2M:M52LOW:104	dup=S2M:M01LOW:104	あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2M:M52LOW:105	dup=S2M:M01LOW:105	隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2M:M52LOW:106	dup=S2M:M01LOW:106	あたいの番だな！	내　차례구나！
S2M:M52LOW:107	dup=S2M:M01LOW:107	みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2M:M52LOW:108	dup=S2M:M01LOW:108	まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2M:M52LOW:109	dup=S2M:M01LOW:109	まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2M:M52LOW:110	dup=S2M:M01LOW:110	すまねぇな、隊長。	미안하군，　대장．
S2M:M52LOW:111	dup=S2M:M01LOW:111	へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
S2M:M52LOW:112	dup=S2M:M01LOW:112	へへっ、らしくないぜぇ？\n隊長！	헤헤，　나답지　않지？\n대장！
S2M:M52LOW:113	dup=S2M:M01LOW:113	ちくしょう……\nこんなところで……	젠장……\n이런　곳에서……
S2M:M52LOW:114	dup=S2M:M01LOW:114	隊長、すまない。\nあたいの分まで\nがんばってくれ！	대장，　미안하다．\n내　몫까지\n힘내　줘！
S2M:M52LOW:115	dup=S2M:M01LOW:115	やるじゃねぇか！　隊長！	제법이잖아！　대장！
S2M:M52LOW:116	dup=S2M:M01LOW:116	ほれぼれするぜ！　隊長！	감탄스럽군！　대장！
S2M:M52LOW:117	dup=S2M:M01LOW:117	ざっとこんなもんだぜ！	대충　이　정도지！
S2M:M52LOW:118	dup=S2M:M01LOW:118	へっへーん！\nどうだい！　隊長！	헤헤ー！\n어때！　대장！
S2M:M52LOW:119	dup=S2M:M01LOW:119	誰もあたいたちを\n止められねぇぜ！	아무도　우릴\n막을　수　없어！
S2M:M52LOW:120	dup=S2M:M01LOW:120	がんばろうね、お兄ちゃん。	힘내자，　오빠．
S2M:M52LOW:121	dup=S2M:M01LOW:121	お兄ちゃん、いっけぇー！	오빠，　가ー！
S2M:M52LOW:122	dup=S2M:M01LOW:122	お兄ちゃん……負けないで！	오빠……　지지　마！
S2M:M52LOW:123	dup=S2M:M01LOW:123	アイリス、いきまーす！	이리스，　갑니다아！
S2M:M52LOW:124	dup=S2M:M01LOW:124	えへへっ、\nアイリスがんばるよ！	에헤헤，\n아이리스　힘낼게！
S2M:M52LOW:125	dup=S2M:M01LOW:125	アイリスが\nがんばらなくちゃ！	아이리스가\n힘내야　해！
S2M:M52LOW:126	dup=S2M:M01LOW:126	アイリス……もうだめ……	아이리스…　이제　안　돼…
S2M:M52LOW:127	dup=S2M:M01LOW:127	アイリスのために\n来てくれたんだぁー！	아이리스를　위해　왔구나ー！
S2M:M52LOW:128	dup=S2M:M01LOW:128	お兄ちゃんは、\n白馬のおうじさまだね！	오빠는\n백마　탄　왕자님이네！
S2M:M52LOW:129	dup=S2M:M01LOW:129	お兄ちゃん……\nアイリスがついてるからね。	오빠……\n아이리스가　곁에　있을게．
S2M:M52LOW:130	dup=S2M:M01LOW:130	あ……止まっちゃった……	아……　멈췄어……
S2M:M52LOW:131	dup=S2M:M01LOW:131	お兄ちゃん……\nごめんね……	오빠……\n미안해……
S2M:M52LOW:132	dup=S2M:M01LOW:132	わーい、やったね！\nお兄ちゃん！	와ー，　해냈다！\n오빠！
S2M:M52LOW:133	dup=S2M:M01LOW:133	お兄ちゃん、\nすごい、すっごーい！	오빠，\n대단해，　정말　대단해ー！
S2M:M52LOW:134	dup=S2M:M01LOW:134	アイリス、すごいでしょ！	아이리스，　대단하지！
S2M:M52LOW:135	dup=S2M:M01LOW:135	ねぇ、ねぇ！\nほめてほめて！	있잖아，　있잖아！\n칭찬해　줘，　칭찬해　줘！
S2M:M52LOW:136	dup=S2M:M01LOW:136	お兄ちゃんがいれば、\nアイリスなんにも恐くないよ！	오빠만　있으면，\n아이리스는　안　무서워！
S2M:M52LOW:137	dup=S2M:M01LOW:137	頼んだで、大神はん。	부탁한다，　오가미　씨．
S2M:M52LOW:138	dup=S2M:M01LOW:138	ウチらの力、見せたろうで！	우리　힘을　보여　주자！
S2M:M52LOW:139	dup=S2M:M01LOW:139	だ、大丈夫かいな、大神はん。	괜찮나，　오가미　씨．
S2M:M52LOW:140	dup=S2M:M01LOW:140	ほな、いってみよか！	그럼，　가　볼까！
S2M:M52LOW:141	dup=S2M:M01LOW:141	大神はん、\nウチにまーかしとき！	오가미　씨，\n나한테　맡겨！
S2M:M52LOW:142	dup=S2M:M01LOW:142	ウチががんばらんと！	내가　힘내야　해！
S2M:M52LOW:143	dup=S2M:M01LOW:143	や、やばいで……	이，　이거　위험해……
S2M:M52LOW:144	dup=S2M:M01LOW:144	お、おおきに、\n大神はん……	고，　고마워，\n오가미　씨……
S2M:M52LOW:145	dup=S2M:M01LOW:145	もう、そないなことされたら、\nウチ……	그렇게까지　해　주면，\n나……
S2M:M52LOW:146	dup=S2M:M01LOW:146	大神はんがおらんと、\nウチ……こまるんや。	오가미　씨가　없으면，\n나……　곤란해．
S2M:M52LOW:147	dup=S2M:M01LOW:147	そのへんで、堪忍や……	이쯤에서　봐줘……
S2M:M52LOW:148	dup=S2M:M01LOW:148	大神はん、すんまへん。	오가미　씨，　미안해．
S2M:M52LOW:149	dup=S2M:M01LOW:149	大神はん、その調子や！	오가미　씨，　그　기세야！
S2M:M52LOW:150	dup=S2M:M01LOW:150	ええ感じやで！　大神はん！	좋은데！　오가미　씨！
S2M:M52LOW:151	dup=S2M:M01LOW:151	いっちょあがりや！	한　건　해냈다！
S2M:M52LOW:152	dup=S2M:M01LOW:152	大神はん、\nやったで、ウチ！	오가미　씨，\n나　해냈어！
S2M:M52LOW:153	dup=S2M:M01LOW:153	ウチらの力を合わせれば、\n千人力や！	우리　힘을　합치면，\n천군만마야！
S2M:M52LOW:154	dup=S2M:M01LOW:154	少尉さん、\nお手並み拝見でーす！	소위님，\n실력을　보여　주세요ー！
S2M:M52LOW:155	dup=S2M:M01LOW:155	早く終わらせて帰りましょー。	빨리　끝내고　돌아가요ー．
S2M:M52LOW:156	dup=S2M:M01LOW:156	ちょっと、\nヤバそうってカンジ！	잠깐，\n좀　위험해　보이는　느낌！
S2M:M52LOW:157	dup=S2M:M01LOW:157	たのしいでーす！	재밌어요ー！
S2M:M52LOW:158	dup=S2M:M01LOW:158	わたしを見ていてくださーい！	저를　지켜봐　주세요ー！
S2M:M52LOW:159	dup=S2M:M10LOW:159	勝手にやらせてもらいまーす！	맘대로　하게　해　주세요ー！
S2M:M52LOW:160	dup=S2M:M01LOW:160	シャワー浴びたいでーす！	샤워하고　싶어요ー！
S2M:M52LOW:161	dup=S2M:M10LOW:161	あはっ！\n少尉さん、サンキュでーす！	아핫！\n소위님，　고마워요ー！
S2M:M52LOW:162	dup=S2M:M01LOW:162	少尉さん、\n無理しなくていいでーす……	소위님，\n무리하지　않아도　돼요……
S2M:M52LOW:163	dup=S2M:M01LOW:163	まったく、\nダメなオトコでーす！	정말이지，\n쓸모없는　남자네요ー！
S2M:M52LOW:164	dup=S2M:M01LOW:164	これ以上はカンベンでーす！	이　이상은　봐주겠어요ー！
S2M:M52LOW:165	dup=S2M:M01LOW:165	もうだめです。\n撤退します……隊長……	이젠　안　돼요．\n후퇴할게요……　대장……
S2M:M52LOW:166	dup=S2M:M01LOW:166	なかなかやるってカンジ！	제법인데요！
S2M:M52LOW:167	dup=S2M:M01LOW:167	少尉さん、\nちょーかっこいいでーす！	소위님，\n정말　멋져요ー！
S2M:M52LOW:168	dup=S2M:M01LOW:168	楽勝でーす！	거뜬해요ー！
S2M:M52LOW:169	dup=S2M:M01LOW:169	うふっ！\n拍手をくださーい！	후훗！\n박수　쳐　주세요ー！
S2M:M52LOW:170	dup=S2M:M01LOW:170	このデュオは最高でーす！	이　듀오는　최고예요ー！
S2M:M52LOW:171	dup=S2M:M01LOW:171	……行動開始。	……행동　개시．
S2M:M52LOW:172	dup=S2M:M07LOW:172	隊長、気を付けて。	대장님，　조심하세요．
S2M:M52LOW:173	dup=S2M:M01LOW:173	……危険だよ。	……위험해．
S2M:M52LOW:174	dup=S2M:M07LOW:174	いくよ！	가자！
S2M:M52LOW:175	dup=S2M:M07LOW:175	指示、よろしく。	지시，　잘　부탁해．
S2M:M52LOW:176	dup=S2M:M08LOW:176	ボクの力で……倒す……	내　힘으로…　쓰러뜨린다…
S2M:M52LOW:177	dup=S2M:M01LOW:177	機体の損傷が激しい……	기체　손상이　심해……
S2M:M52LOW:178	dup=S2M:M01LOW:178	………………	………………
S2M:M52LOW:179	dup=S2M:M07LOW:179	……ありがとう。	．．．고마워．
S2M:M52LOW:180	dup=S2M:M01LOW:180	隊長……しっかり……	대장……　정신　차려……
S2M:M52LOW:181	dup=S2M:M01LOW:181	一時、撤退……	일단　후퇴……
S2M:M52LOW:182	dup=S2M:M07LOW:182	隊長、\nあとは……よろしく。	대장，\n나머지는……　부탁해．
S2M:M52LOW:183	dup=S2M:M01LOW:183	目標、撃破確認……	목표　격파　확인……
S2M:M52LOW:184	dup=S2M:M07LOW:184	やるね、隊長。	잘하네，　대장．
S2M:M52LOW:185	dup=S2M:M01LOW:185	目標撃破……	목표　격파……
S2M:M52LOW:186	dup=S2M:M07LOW:186	隊長……\n次の指示を……	대장……\n다음　지시를……
S2M:M52LOW:187	dup=S2M:M01LOW:187	これが……ボクらの力……！	이게……　우리　힘……！
S2M:M52LOW:188	dup=S2M:M01LOW:188	そぉら、いくぜ！	자아，　간다！
S2M:M52LOW:189	dup=S2M:M01LOW:189	さぁ、楽しませてくれよ。	자，　즐겁게　해　줘．
S2M:M52LOW:190	dup=S2M:M01LOW:190	勝負は……これからだぜ！	승부는……　지금부터야！
S2M:M52LOW:191	dup=S2M:M01LOW:191	なかなか、\nやるじゃねぇか！	제법이군，\n잘하잖아！
S2M:M52LOW:192	dup=S2M:M01LOW:192	おもしれぇ……	재밌군……
S2M:M52LOW:193	dup=S2M:M01LOW:193	大丈夫か、水狐。	괜찮나，　수호．
S2M:M52LOW:194	dup=S2M:M01LOW:194	華麗に燃やしてあげますよ……	화려하게　태워　드리죠……
S2M:M52LOW:195	dup=S2M:M01LOW:195	覚悟してください。	각오하세요．
S2M:M52LOW:196	dup=S2M:M01LOW:196	あははははは！	아하하하하하！
S2M:M52LOW:197	dup=S2M:M01LOW:197	燃やしつくしてやる！	모조리　태워　주마！
S2M:M52LOW:198	dup=S2M:M01LOW:198	ご……ゴミが……	쓰……　쓰레기가……
S2M:M52LOW:199	dup=S2M:M01LOW:199	私の戦いを見せてあげる。	내　싸움을　보여　주지．
S2M:M52LOW:200	dup=S2M:M01LOW:200	やさしくしてあげるわ。	상냥하게　해　줄게．
S2M:M52LOW:201	dup=S2M:M01LOW:201	ふふふ……負けないわよ。	후후후…　지지　않을　거야．
S2M:M52LOW:202	dup=S2M:M01LOW:202	やるわね。\nさすが華撃団……	잘하네．\n역시　화격단……
S2M:M52LOW:203	dup=S2M:M01LOW:203	くっ……\nこれほどとはね……	큭……\n이　정도일　줄이야……
S2M:M52LOW:204	dup=S2M:M01LOW:204	さぁ、ワシの番じゃな。	자，　내　차례로구나．
S2M:M52LOW:205	dup=S2M:M01LOW:205	ワシの計算にぬかりはないぞ。	내　계산엔　빈틈없다．
S2M:M52LOW:206	dup=S2M:M01LOW:206	こ、このままでは\n終わらぬぞ……	이，　이대로는\n끝나지　않아……
S2M:M52LOW:207	dup=S2M:M01LOW:207	これも計算のうちじゃ。	이것도　계산　안이야．
S2M:M52LOW:208	dup=S2M:M01LOW:208	ぬうっ……\nこれは計算外じゃ……	으으……\n이건　계산　밖이야……
S2M:M52LOW:209	dup=S2M:M01LOW:209	狩りとってやる！	사냥해　주마！
S2M:M52LOW:210	dup=S2M:M01LOW:210	今、楽にしてやるからな。	지금　편하게　해　주마．
S2M:M52LOW:211	dup=S2M:M01LOW:211	ひ、ひねり殺してやる！	비，　비틀어　죽여　주마！
S2M:M52LOW:212	dup=S2M:M01LOW:212	勝ったと思うなよ……	이겼다고　생각하지　마……
S2M:M52LOW:213	dup=S2M:M01LOW:213	まだ、終わりではないぞ！	아직　끝나지　않았다！
S2M:M52LOW:214	dup=S2M:M01LOW:214	終わりにしてやる。	끝내　주마．
S2M:M52LOW:215	dup=S2M:M01LOW:215	いくぞ！　華撃団っ！	간다！　화격단！
S2M:M52LOW:216	dup=S2M:M01LOW:216	まだ、まだだっ！	아직，　아직이다！
S2M:M52LOW:217	dup=S2M:M01LOW:217	腕を上げたな……	실력이　늘었구나……
S2M:M52LOW:218	dup=S2M:M01LOW:218	ぐっ……\nわたしの復讐が……	큭……\n내　복수가……
S2M:M52LOW:219	dup=S2M:M01LOW:219	容赦はせぬぞ……	봐주지　않겠다……
S2M:M52LOW:220	dup=S2M:M01LOW:220	お前たちの罪を知れ……	너희의　죄를　깨달아라……
S2M:M52LOW:221	dup=S2M:M01LOW:221	戦いとはいつも無常だ……	싸움은　언제나　덧없다……
S2M:M52LOW:222	dup=S2M:M01LOW:222	愛は死んだ……	사랑은　죽었다……
S2M:M52LOW:223	dup=S2M:M01LOW:223	ぬぅ……やるな……	으음……　제법이군……
S2M:M52LOW:224	dup=S2M:M01LOW:224	私に触れるな！	나에게　손대지　마！
S2M:M52LOW:225	dup=S2M:M01LOW:225	帝都の恨みは、\nこの程度ではないぞ……	제도의　원한은，\n이　정도가　아니다……
S2M:M52LOW:226	dup=S2M:M01LOW:226	最後に勝つのは……私だ！	최후의　승자는……　나다！
S2M:M52LOW:227	dup=S2M:M01LOW:227	この程度で……ぬうっ！	이　정도로……　으음！
S2M:M52LOW:228	dup=S2M:M01LOW:228	思い上がるな……\n偽善者めっ！	우쭐대지　마……\n위선자　자식！
S2M:M53LOW:0	dup=S2M:M01LOW:0	疾きこと風のごとく……\n移動力重視の作戦だ！	빠르기는　바람처럼……\n이동력　중시　작전이다！
S2M:M53LOW:1	dup=S2M:M01LOW:1	今は、この命令を出している。\n移動力を活かして戦おう。	현재　명령은　이것이다．\n이동력을　살려　싸우자．
S2M:M53LOW:2	dup=S2M:M01LOW:2	花組各員に通達！\n「風」作戦を開始するぞ！	화조　전원에게　통보！\n「풍」　작전　개시다！
S2M:M53LOW:3	dup=S2M:M01LOW:3	林のように心静かに……\n本来の力を引き出すんだ！	숲처럼　마음을　고요히……\n본래의　힘을　끌어내자！
S2M:M53LOW:4	dup=S2M:M01LOW:4	今は、この命令を出している。\n本来の力で敵に立ち向かおう。	현재　명령은　이것이다．\n본래의　힘으로　맞서자．
S2M:M53LOW:5	dup=S2M:M01LOW:5	花組各員に通達！\n「林」作戦を開始するぞ！	화조　전원에게　통보！\n「림」　작전　개시다！
S2M:M53LOW:6	dup=S2M:M01LOW:6	炎のように熱く燃える……\n攻撃力重視の作戦だ！	불처럼　뜨겁게　타오르는……\n공격력　중시　작전이다！
S2M:M53LOW:7	dup=S2M:M01LOW:7	今は、この命令を出している。\n攻撃力を活かして戦おう。	현재　명령은　이것이다．\n공격력을　살려　싸우자．
S2M:M53LOW:8	dup=S2M:M01LOW:8	花組各員に通達！\n「火」作戦を開始するぞ！	화조　전원에게　통보！\n「화」　작전　개시다！
S2M:M53LOW:9	dup=S2M:M01LOW:9	構えること山のごとく……\n防御力重視の作戦だ！	산처럼　굳건히　버티는……\n방어력　중시　작전이다！
S2M:M53LOW:10	dup=S2M:M01LOW:10	今は、この命令を出している。\n防御力を活かして戦おう。	현재　명령은　이것이다．\n방어력을　살려　싸우자．
S2M:M53LOW:11	dup=S2M:M01LOW:11	花組各員に通達！\n「山」作戦を開始するぞ！	화조　전원에게　통보！\n「산」　작전　개시다！
S2M:M53LOW:12	dup=S2M:M01LOW:12	このままの作戦でいくぞ！	이대로　작전을　계속한다！
S2M:M53LOW:13	dup=S2M:M01LOW:13	了解！	알겠습니다！
S2M:M53LOW:14		金剛の乗る魔操機兵\n「大日剣」を撃破して！	금강이　탄　마조기병\n「대일검」을　격파해！
S2M:M53LOW:15	dup=S2M:M08LOW:15	０メッセージ１－２	０메시지１－２
S2M:M53LOW:16	dup=S2M:M01LOW:16	０メッセージ１－３	０메시지１－３
S2M:M53LOW:17	dup=S2M:M12LOW:17	門の外に出て、\n土機を撃破するのよ！	문　밖으로　나가，\n토기를　격파해！
S2M:M53LOW:18	dup=S2M:M12LOW:18	敵の大将、土は、\n攻撃回数が多いわ。\n気をつけるのよ！	적장　토지구모는\n공격　횟수가　많아．\n조심해！
S2M:M53LOW:19	dup=S2M:M01LOW:19	０メッセージ２－３	０메시지２－３
S2M:M53LOW:20	dup=S2M:M02LOW:20	大神さん、山崎は強いわ。\n一時撤退しましょう！	야마자키는　강해요．\n일단　후퇴하죠！
S2M:M53LOW:21	dup=S2M:M01LOW:21	０メッセージ３－２	０메시지３－２
S2M:M53LOW:22	dup=S2M:M01LOW:22	０メッセージ３－３	０메시지３－３
S2M:M53LOW:23	dup=S2M:M01LOW:23	花組の隊長、大神一郎。\n高い戦闘力と、\n勇敢な心を持っている。	화조　대장，　오가미．\n높은　전투력과\n용감한　마음을　지녔다．
S2M:M53LOW:24	dup=S2M:M01LOW:24	北辰一刀流、真宮寺さくら。\n素早い動きで、\n敵を一刀両断する。	북진일도류，　사쿠라．\n빠른　움직임으로\n적을　일도양단한다．
S2M:M53LOW:25	dup=S2M:M01LOW:25	神崎風塵流、神崎すみれ。\n華麗なナギナタの技は、\n見るものの心をもとらえる。	칸자키　풍진류，　스미레．\n화려한　나기나타　기술은\n보는　이의　마음마저　홀려．
S2M:M53LOW:26	dup=S2M:M01LOW:26	射撃手、マリア・タチバナ。\n氷の銃弾は、狙った\n獲物を決して逃さない。	사격수，　마리아．\n얼음　탄환은　노린\n먹이를　놓치지　않는다．
S2M:M53LOW:27	dup=S2M:M01LOW:27	桐島流空手、桐島カンナ。\n圧倒的なパワーで、むらがる\n敵を粉砕する。	가라테의　달인，　칸나．\n압도적　파워로　몰려드는\n적을　분쇄한다．
S2M:M53LOW:28	dup=S2M:M01LOW:28	花組のマスコット、アイリス。\n超能力を使った、\n不思議な攻撃で敵と戦う。	화조의　마스코트，\n아이리스．\n초능력으로　적과　싸운다．
S2M:M53LOW:29	dup=S2M:M01LOW:29	発明家、李紅蘭。\n次々に繰り出す発明品で、\n敵味方をあっといわせるぞ。	발명가，　코란．\n신제품을　잇달아　내놓아\n적과　아군을　놀라게　한다．
S2M:M53LOW:30	dup=S2M:M01LOW:30	元星組隊員、ソレッタ・織姫。\nイタリアンローズの機体に乗り\n赤い貴族と呼ばれている。	전　별조　대원，　오리히메．\n이탈리안　로즈를　타고\n붉은　귀족이라　불린다．
S2M:M53LOW:31	dup=S2M:M01LOW:31	レニ・ミルヒシュトラーセ。\n戦闘のプロとして、正確な\n無駄のない攻撃を行う。	레니　밀히슈트라세．　전투의\n프로답게　정확하고　군더더기\n없는　공격을　한다．
S2M:M53LOW:32		「颶風」（ぐふう）\n射程距離を重視しており、\n他の能力は比較的低い。	「구풍」\n사거리　중시형으로，\n다른　능력은　비교적　낮다．
S2M:M53LOW:33		「驟雨」（しゅうう）\n雨のような手数で攻撃を行う。\n機動力も高い。	「취우」\n비처럼　공격을　퍼붓는다．\n기동력도　높다．
S2M:M53LOW:34		「稲妻」（いなづま）\n回復能力を有するだけでなく、\n機動力も高い。	「번개」\n회복　능력뿐　아니라\n기동력도　높다．
S2M:M53LOW:35		「竜光」（りゅうこう）\nバランスの取れた性能を持つ、\n降魔兵器の最高傑作。	「용광」\n균형　잡힌　성능의\n강마　병기　최고　걸작．
S2M:M53LOW:36		「大日剣」（だいにちけん）\n撃破すると、\n演習終了となる。	「대일검」\n격파하면\n연습　종료．
S2M:M53LOW:37	dup=S2M:M52LOW:37	「円空」（えんくう）\n木喰の開発した、\n支援用・無人兵器。	「엔쿠」\n모쿠지키가　개발한\n지원용　무인　병기．
S2M:M53LOW:38		「蒸気火箭」（じょうきかせん）\n木喰の開発した攻撃兵器。\n攻撃力が高い。	「증기화전」　모쿠지키가\n개발한　공격　병기．\n공격력이　높다．
S2M:M53LOW:39	dup=S2M:M21LOW:39	「次元砲」\n広い攻撃範囲を持ち、\n進入者を確実にしとめる。	「차원포」\n넓은　공격　범위를　지녀\n침입자를　확실히　처치한다．
S2M:M53LOW:40	dup=S2M:M52LOW:40	「魔来器」（まらいき）\n次々と降魔兵器を生み出す、\n降魔製造工場。	「마래기」\n잇달아　강마　병기를　만드는\n강마　제조　공장．
S2M:M53LOW:41		「次元砲」（じげんほう）\n\n長射程砲台。攻撃力も高い。	「차원포」　장거리　포대．\n공격력이　높다．
S2M:M53LOW:42	dup=S2M:M01LOW:42	メッセージ２０	메시지　２０
S2M:M53LOW:43	dup=S2M:M01LOW:43	今のところ、\nかばう必要はなさそうだな。	지금은\n보호할　필요　없어　보이네．
S2M:M53LOW:44	dup=S2M:M01LOW:44	さくらくん……\n君は俺が守る！	사쿠라　군……\n내가　지킬게！
S2M:M53LOW:45	dup=S2M:M01LOW:45	すみれくん……\n君の盾になってもいいかい。	스미레　군……\n네　방패가　되어도　될까？
S2M:M53LOW:46	dup=S2M:M01LOW:46	マリア……\n君の背中を守らせてくれ。	마리아……\n네　뒤를　지키게　해　줘．
S2M:M53LOW:47	dup=S2M:M01LOW:47	カンナ……\n俺は、君を全力で守るぞ！	칸나……　내가　온　힘을\n다해　지키마！
S2M:M53LOW:48	dup=S2M:M01LOW:48	アイリス……\n俺が側にいるから、\n安心していいよ。	아이리스……\n내가　곁에　있으니，\n안심해도　돼．
S2M:M53LOW:49	dup=S2M:M01LOW:49	紅蘭……\nいつだって君を助けにゆくよ。	코란……\n언제든　널　도우러　갈게．
S2M:M53LOW:50	dup=S2M:M01LOW:50	織姫くん……\n苦しいときは、\nいつでも俺を呼んでくれ！	오리히메　군……\n힘들　때는，\n언제든　날　불러！
S2M:M53LOW:51	dup=S2M:M01LOW:51	レニ……\nたまには、\n守られたっていいだろう？	레니……\n가끔은，\n보호받아도　괜찮잖아？
S2M:M53LOW:52	dup=S2M:M01LOW:52	がんばって！　大神さん！	힘내요！　오가미　씨！
S2M:M53LOW:53	dup=S2M:M01LOW:53	大神さんが頼りです！	오가미　씨만　믿을게요！
S2M:M53LOW:54	dup=S2M:M01LOW:54	無理しないでください、\n大神さん……	무리하지　마세요，\n오가미　씨……
S2M:M53LOW:55	dup=S2M:M01LOW:55	がんばります！	힘낼게요！
S2M:M53LOW:56	dup=S2M:M01LOW:56	大神さんのために……\nあたし、やります！	오가미　씨를　위해……\n제가　할게요！
S2M:M53LOW:57	dup=S2M:M01LOW:57	あたしが\nがんばらなくっちゃ！	제가　힘내야　해요！
S2M:M53LOW:58	dup=S2M:M01LOW:58	あたし……負けないわ……	저…　지지　않을　거예요…
S2M:M53LOW:59	dup=S2M:M01LOW:59	……ありがとうございます。\n大神さん。	……감사합니다．\n오가미　씨．
S2M:M53LOW:60	dup=S2M:M01LOW:60	大神さんがいてくれるから、\nあたし、がんばれます！	오가미　씨가　계시니까\n저도　힘낼　수　있어요！
S2M:M53LOW:61	dup=S2M:M01LOW:61	大丈夫ですか……大神さん。	괜찮으세요……　오가미　씨．
S2M:M53LOW:62	dup=S2M:M01LOW:62	大神さん……\nごめんなさい……	오가미　씨……\n죄송해요……
S2M:M53LOW:63	dup=S2M:M01LOW:63	ここは大神さんに\nお任せします……\n……ごめんなさい。	여기는　오가미　씨에게\n맡길게요……\n……죄송해요．
S2M:M53LOW:64	dup=S2M:M01LOW:64	やりましたね、大神さん！	해냈네요，　오가미　씨！
S2M:M53LOW:65	dup=S2M:M01LOW:65	今日の大神さん、\n一味違いますね。	오늘　오가미　씨는\n평소와　다르네요．
S2M:M53LOW:66	dup=S2M:M01LOW:66	やりました！	해냈어요！
S2M:M53LOW:67	dup=S2M:M01LOW:67	大神さんのおかげです！	오가미　씨　덕분이에요！
S2M:M53LOW:68	dup=S2M:M01LOW:68	大神さん……\nあたし、信じています。	오가미　씨……\n저는　믿고　있어요．
S2M:M53LOW:69	dup=S2M:M01LOW:69	見せ場がきましてよ、少尉。	제　무대네요，　소위님．
S2M:M53LOW:70	dup=S2M:M01LOW:70	がんばってください、\nわたくしのために……	힘내　주세요，\n저를　위해……
S2M:M53LOW:71	dup=S2M:M01LOW:71	無理は禁物ですわ……	무리는　금물이에요……
S2M:M53LOW:72	dup=S2M:M01LOW:72	さあ、いきますわよ！	자，　갑니다！
S2M:M53LOW:73	dup=S2M:M01LOW:73	少尉、わたくしを\n見ていてくださいな。	소위님，\n저를　지켜봐　주세요．
S2M:M53LOW:74	dup=S2M:M01LOW:74	わたくしでなくては\nダメですわね。	저여야만　하겠군요．
S2M:M53LOW:75	dup=S2M:M01LOW:75	こ、この程度で……	이，　이　정도로……
S2M:M53LOW:76	dup=S2M:M01LOW:76	うれしいですわ……\n少尉……	기뻐요……\n소위님……
S2M:M53LOW:77	dup=S2M:M01LOW:77	わたくしを守ることが\nできるのは少尉だけですわ。	저를　지킬　수　있는　건\n소위님뿐이에요．
S2M:M53LOW:78	dup=S2M:M01LOW:78	かっ、身体が勝手に\n動いただけですわ……	몸이　저절로\n움직였을　뿐이에요……
S2M:M53LOW:79	dup=S2M:M01LOW:79	わたくしとしたことが……	저답지　않게……
S2M:M53LOW:80	dup=S2M:M01LOW:80	少尉を……\n……置いてはいけないのに！	소위님을……\n……두고　갈　수는　없는데！
S2M:M53LOW:81	dup=S2M:M01LOW:81	お見事ですわ、少尉。	훌륭해요，　소위님．
S2M:M53LOW:82	dup=S2M:M01LOW:82	りりしいですわよ、少尉。	늠름하시네요，　소위님．
S2M:M53LOW:83	dup=S2M:M01LOW:83	たいしたことありませんわね。	별것도　아니네요．
S2M:M53LOW:84	dup=S2M:M01LOW:84	見てくださいました？　少尉。	보셨나요？　소위님．
S2M:M53LOW:85	dup=S2M:M01LOW:85	んふっ、\nちょろいもんですわね。\nねぇ、少尉……	후훗，\n이　정도야　식은　죽이죠．\n그렇죠，　소위님……
S2M:M53LOW:86	dup=S2M:M01LOW:86	隊長、お願いします。	대장님，　부탁드려요．
S2M:M53LOW:87	dup=S2M:M01LOW:87	隊長……\n信じています。	대장님……\n믿고　있어요．
S2M:M53LOW:88	dup=S2M:M01LOW:88	隊長……\n慎重にいきましょう。	대장님……\n신중하게　가죠．
S2M:M53LOW:89	dup=S2M:M01LOW:89	さぁ、覚悟しなさい。	자，　각오하세요．
S2M:M53LOW:90	dup=S2M:M01LOW:90	私には、隊長が\nついていてくれる……	저에겐　대장님이\n곁에　계시니까……
S2M:M53LOW:91	dup=S2M:M01LOW:91	私がしっかりしなくては……	제가　정신　차려야……
S2M:M53LOW:92	dup=S2M:M01LOW:92	くっ、まだ……やれる！	큭，아직……　할　수　있어！
S2M:M53LOW:93	dup=S2M:M01LOW:93	すいません、隊長。	죄송해요，　대장님．
S2M:M53LOW:94	dup=S2M:M01LOW:94	隊長の背中……\nとても大きく見えます……	대장님　등……\n정말　커　보이네요……
S2M:M53LOW:95	dup=S2M:M01LOW:95	隊長が無事でよかった……	대장님이　무사해서　다행……
S2M:M53LOW:96	dup=S2M:M01LOW:96	隊長……申し訳ありません……	대장님……　죄송해요……
S2M:M53LOW:97	dup=S2M:M01LOW:97	もう少し……\n隊長と共に……	조금만　더……\n대장님과　함께……
